verb,reviewReason,affectedFormCount,affectedForms,pdfRows,pdfSlots,corpusClassification,verbnetClassification,status,frameEvidence,verbnetClasses,reviewStatus
nurse,classification-gap,1,nurse,561,V1,,ditransitive,provisional,NP V NP (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP-Dative NP (ditransitive),"captain-29.8-1, feeding-39.7",pending
obey,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),abide_by-93.2,pending
oblige,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP S_INF (monotransitive),compel-59.1-1,pending
observe,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"abide_by-93.2, investigate-35.4, say-37.7-1-1, sight-30.2",pending
obstruct,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),discourage-64.5-1,pending
obtain,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.asset (monotransitive),obtain-13.5.2-1,pending
occupy,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
occur,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,occur-48.3-1,pending
offer,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.goal (monotransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP PP (monotransitive),"future_having-13.3, reflexive_appearance-48.1.2, volunteer-95.4",pending
offset,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
omit,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.goal (monotransitive); NP V NP (monotransitive); NP V NP PP (monotransitive),"exclude-107.3, neglect-75.1-1, remove-10.1",pending
operate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP (monotransitive),function-105.2.1-1,pending
opine,verbnet-unmatched,0,,,,intransitive,uncertain,unmatched,,,pending
oppress,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
opt,classification-gap; verbnet-unmatched,3,"opted, opting, opts",577,"V2, V3, V4, V5",intransitive,uncertain,unmatched,,,pending
optimize,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
order,classification-gap; corpus-vs-verbnet-conflict,1,orders,579,V5,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.asset (monotransitive); NP V NP PP.source NP.asset (monotransitive); NP V NP S_ING (monotransitive),"get-13.5.1, order-58.3-1",pending
organize,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.material (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.instrument (monotransitive),"create-26.4, establish-55.5-1",pending
originate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),establish-55.5-1,pending
output,classification-gap; verbnet-unmatched,3,"output, outputs, outputting",582,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
overflow,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
overtake,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
owe,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.goal (monotransitive),future_having-13.3,pending
own,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),own-100.1,pending
pacify,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
pardon,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.attribute (monotransitive),judgment-33.1-1,pending
part,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"braid-41.2.2, separate-23.1-1-1",pending
partake,verbnet-unmatched,0,,,,intransitive,uncertain,unmatched,,,pending
participate,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,cooperate-73.1-2,pending
pass,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP-Dative NP (ditransitive); NP V NP PP.attribute (monotransitive); NP V NP VP.predicate (monotransitive); NP V NP PP.attribute VP.predicate (monotransitive),"die-42.4, escape-51.1-1-3, give-13.1, meander-47.7, occur-48.3-1, send-11.1-1, spend_time-104, throw-17.1-1",pending
paste,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.co-patient (monotransitive); NP V NP PP.co-patient PP.instrument (monotransitive); NP V NP together (monotransitive); NP V NP ADJP (monotransitive),tape-22.4,pending
pat,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme PP.instrument (monotransitive),touch-20-1,pending
patch,classification-gap,2,"patch, patches",596,"V1, V5",,monotransitive,provisional,NP V NP PP.theme (monotransitive),butter-9.9,pending
pause,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,linger-53.1,pending
pay,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP NP PP.theme (ditransitive); NP V NP NP (ditransitive),pay-68-1,pending
permit,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP ADV (monotransitive); NP V NP PP.location (monotransitive); NP V NP S (monotransitive),"admit-64.3-1, allow-64.1-1",pending
persuade,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP S_INF (monotransitive),compel-59.1-1,pending
phone,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.asset (monotransitive); NP V NP PP.source NP.asset (monotransitive); NP V (intransitive); NP V NP PP.recipient (monotransitive); NP V NP-Dative NP (ditransitive); NP V NP PP.topic (monotransitive),"get-13.5.1, initiate_communication-37.4.2-1, instr_communication-37.4.1",pending
place,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,put-9.1-2,pending
plan,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP to be ADJ (monotransitive); NP V NP ADJ (monotransitive),"intend-61.2-1-1, wish-62",pending
plead,classification-gap; verbnet-unmatched,1,pled,607,"V2, V3",ambitransitive,uncertain,unmatched,,,pending
please,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
plod,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),run-51.3.2-1,pending
plot,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),"correspond-36.1, scribble-25.2-1",pending
pluck,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.asset (monotransitive); NP V NP PP.source NP.asset (monotransitive),"braid-41.2.2, get-13.5.1, wipe_manner-10.4.1-1",pending
ply,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,equip-13.4.2,pending
polish,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive); NP V NP PP.source (monotransitive),"butter-9.9, wipe_manner-10.4.1",pending
pollute,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
ponder,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),focus-87.1-1,pending
pout,classification-gap,2,"pout, pouts",618,"V1, V5",,ambitransitive,provisional,NP V (intransitive); NP V NP (monotransitive),nonverbal_expression-40.2,pending
practise,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
praise,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_ING (monotransitive); NP V NP to be ADJ (monotransitive); NP V NP PP.attribute (monotransitive),"characterize-29.2, judgment-33.1-1",pending
pray,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,long-32.2,pending
prefer,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP S_ING (monotransitive); NP V NP S_INF (monotransitive); NP V NP to be ADJ (monotransitive),"admire-31.2, want-32.1-1-1",pending
prepare,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive); NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP to be NP (monotransitive); NP V NP PP.beneficiary (monotransitive),"establish-55.5-1, hire-13.5.3, preparing-26.3-1",pending
prescribe,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
present,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.recipient (monotransitive); NP V NP (monotransitive),"fulfilling-13.4.1, reflexive_appearance-48.1.2",pending
preserve,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),defend-72.3,pending
preset,classification-gap; verbnet-unmatched,3,"preset, presets, presetting",628,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
preside,verbnet-unmatched,0,,,,intransitive,uncertain,unmatched,,,pending
press,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP that S (monotransitive),"push-12-1-1, urge-58.1-1-1",pending
pretend,verbnet-unmatched,0,,,,intransitive,uncertain,unmatched,,,pending
prevent,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),forbid-64.4-1,pending
print,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),scribble-25.2-1,pending
proceed,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,begin-55.1,pending
produce,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.material (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.attribute (monotransitive),"create-26.4, engender-27.1",pending
progress,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,entity_specific_cos-45.5,pending
prohibit,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),forbid-64.4-1,pending
promise,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.goal (monotransitive); NP V NP that S (monotransitive),"future_having-13.3, promise-37.13",pending
propose,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP to be ADJ (monotransitive); NP V NP ADJ (monotransitive),"reflexive_appearance-48.1.2, say-37.7-1-1, wish-62",pending
prosecute,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.attribute (monotransitive); NP V NP PP.theme PP.attribute (monotransitive); NP V NP PP.attribute PP.theme (monotransitive),prosecute-33.2-1,pending
protect,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),defend-72.3,pending
prove,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP to be NP (monotransitive),"declare-29.4-1-1, deduce-97.2, indicate-78-1-1",pending
provide,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP NP (ditransitive); NP V NP PP.beneficiary (monotransitive),"ensure-99, fulfilling-13.4.1-2",pending
punish,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.attribute (monotransitive); NP V NP PP.theme PP.attribute (monotransitive); NP V NP PP.attribute PP.theme (monotransitive),prosecute-33.2-1,pending
purify,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive); NP V NP PP.instrument (monotransitive),"free-10.6.3-1-1, other_cos-45.4",pending
push,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP-Dative NP (ditransitive); NP V NP PP.co-patient (monotransitive); NP V NP apart (monotransitive); NP V NP S_ING (monotransitive),"carry-11.4-1-1, funnel-9.3-1-1, push-12-1-1, split-23.2, urge-58.1-1",pending
put,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.value (monotransitive); NP V NP PP.goal (monotransitive); NP V NP PP.theme (monotransitive),"estimate-34.2, invest-13.5.4-1, put-9.1-2",pending
qualify,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,masquerade-29.6,pending
question,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.topic (monotransitive),interrogate-37.1.3,pending
quit,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"resign-10.11-2, stop-55.4-1-1",pending
race,classification-gap,2,"race, races",653,"V1, V5",,monotransitive,provisional,NP V NP PP.trajectory (monotransitive); NP V NP PP.location (monotransitive); NP V NP (monotransitive); NP V NP PP.source PP.destination PP.trajectory (monotransitive); NP V NP PP.result (monotransitive),run-51.3.2-2,pending
rain,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,weather-57,pending
rattle,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),"animal_sounds-38, sound_emission-43.2",pending
read,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP to be NP (monotransitive); NP V (intransitive); NP V NP-Dative NP (ditransitive),"comprehend-87.2-1, learn-14-1, learn-14-2-1, register-54.1-2-1, transfer_mesg-37.1.1-1",pending
realize,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP to be NP (monotransitive); NP V NP (monotransitive),"comprehend-87.2-1, discover-84",pending
rebuild,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.material (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.attribute (monotransitive),create-26.4,pending
recall,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP PP.destination (monotransitive),banish-10.2,pending
recast,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_ING (monotransitive); NP V NP to be ADJ (monotransitive); NP V NP PP.attribute (monotransitive),characterize-29.2,pending
receive,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP ADV (monotransitive); NP V NP PP.location (monotransitive); NP V NP (monotransitive); NP V NP PP.source (monotransitive),"admit-64.3-1, obtain-13.5.2",pending
recognize,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP to be NP (monotransitive); NP V NP (monotransitive),"comprehend-87.2-1, sight-30.2",pending
recollect,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,characterize-29.2-1-1,pending
redo,classification-gap; verbnet-unmatched,5,"redid, redo, redoes, redoing, redone",667,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
refer,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.recipient (monotransitive),"contribute-13.2, relate-86.2-2",pending
reflect,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),"focus-87.1-1, marvel-31.3",pending
refuse,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),reject-77.2,pending
regard,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.value (monotransitive); NP V NP S_ING (monotransitive); NP V NP to be ADJ (monotransitive),"assessment-34.1, characterize-29.2",pending
regret,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,admire-31.2-1,pending
relate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.goal (monotransitive),"involve-107.1, relate-86.2-2, say-37.7-1-1",pending
relax,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
rely,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,rely-70,pending
remake,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP P.asset (monotransitive),build-26.1-1,pending
remove,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP PP.destination (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP (monotransitive),"banish-10.2, fire-10.10, remove-10.1",pending
rend,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP ADJ (monotransitive); NP V NP ADJ PP.instrument (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive),break-45.1,pending
renew,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
renounce,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),resign-10.11-2,pending
repair,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),remedy-45.7,pending
repeat,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.subeventuality (monotransitive),"begin-55.1-1-1, rehearse-26.8, say-37.7-1-1",pending
replace,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),substitute-13.6.2-1,pending
reply,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP PP.recipient (monotransitive),"respond-113, say-37.7-1",pending
report,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),"characterize-29.2-1-2, prosecute-33.2, say-37.7-1-1, subordinate-95.2.1",pending
request,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_INF (monotransitive),beg-58.2,pending
resell,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
resemble,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
reset,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
resist,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
resolve,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
respect,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP S_ING (monotransitive),admire-31.2,pending
rest,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.destination (monotransitive); NP V NP ADVP (monotransitive),"put_spatial-9.2, spatial_configuration-47.6-1",pending
restrain,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.goal (monotransitive); NP V NP S_INF (monotransitive),"discourage-64.5-1, limit-76",pending
retain,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
retch,classification-gap,4,"retch, retched, retches, retching",698,"V1, V2, V3, V4, V5",,monotransitive,provisional,NP V NP (monotransitive),breathe-40.1.2-1,pending
retire,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP (monotransitive),"resign-10.11-1, withdraw-82-2",pending
reuse,classification-gap,3,"reuse, reuses, reusing",701,"V1, V4, V5",,monotransitive,provisional,NP V NP S_ING (monotransitive); NP V NP PP.goal (monotransitive); NP V NP (monotransitive); NP V NP ADV (monotransitive); NP V NP PP.predicate (monotransitive); NP V NP S_INF (monotransitive),"consume-66-1, use-105.1",pending
review,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.value (monotransitive),assessment-34.1,pending
rewind,classification-gap; verbnet-unmatched,4,"rewind, rewinding, rewinds, rewound",703,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
rid,classification-gap,1,rids,704,V5,monotransitive,monotransitive,provisional,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),deprive-10.6.2,pending
ride,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.location (monotransitive); NP V NP (monotransitive),nonvehicle-51.4.2,pending
roar,classification-gap,1,roar,708,V1,,ambitransitive,provisional,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive),"animal_sounds-38, manner_speaking-37.3, run-51.3.2, sound_emission-43.2, weather-57",pending
rob,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.source (monotransitive); NP V NP (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.source PP.beneficiary (monotransitive),"cheat-10.6.1-1-1, rob-10.6.4, steal-10.5",pending
roll,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP PP.instrument (monotransitive); NP V NP ADJ (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive); NP V NP (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.material PP.beneficiary (monotransitive); NP V NP PP.product PP.beneficiary (monotransitive); NP V NP NP PP.asset (ditransitive); NP V NP PP.material PP.asset (monotransitive); NP V NP PP.location (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP PP.recipient PP.theme (monotransitive); NP V NP PP.trajectory (monotransitive); NP V NP ADJ.result (monotransitive); NP V NP PP.source PP.destination PP.trajectory (monotransitive); NP V NP PP (monotransitive); NP V NP together (monotransitive); NP V (intransitive); NP V NP PP.co-patient (monotransitive); NP V NP apart (monotransitive),"bend-45.2, build-26.1, coil-9.6, crane-40.3.2, preparing-26.3-1, roll-51.3.1, run-51.3.2-2, shake-22.3-2, slide-11.2-1, sound_emission-43.2, sound_existence-47.4, split-23.2",pending
rot,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,entity_specific_cos-45.5,pending
rub,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP PP.recipient PP.theme (monotransitive); NP V NP PP.destination-Conative (monotransitive); NP V NP PP.theme PP.instrument (monotransitive),"crane-40.3.2, spray-9.7-1, touch-20-1, wipe_manner-10.4.1-1",pending
rule,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP NP (ditransitive); NP V NP (monotransitive),"dub-29.3.2, supervision-95.2.2",pending
rush,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP S_INF (monotransitive),"compel-59.1-1, run-51.3.2-2-1, rush-53.2",pending
sabotage,verbnet-unmatched,0,,,,monotransitive,uncertain,unmatched,,,pending
sack,classification-gap,2,"sack, sacks",717,"V1, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP PP.attribute (monotransitive),fire-10.10,pending
sacrifice,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),contribute-13.2-1-1,pending
sadden,classification-gap,1,saddening,719,V4,ambitransitive,ambitransitive,provisional,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V (intransitive),"amuse-31.1, marvel-31.3",pending
saddle,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive),"butter-9.9, equip-13.4.2-1",pending
sally,verbnet-unmatched,0,,,,intransitive,uncertain,unmatched,,,pending
salvage,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP NP (ditransitive),steal-10.5-1,pending
salve,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive),butter-9.9,pending
sample,classification-gap,2,"sample, samples",727,"V1, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.value (monotransitive),assessment-34.1,pending
sanctify,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
sanction,classification-gap; corpus-vs-verbnet-conflict,1,sanctions,729,V5,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),"allow-64.1, prosecute-33.2",pending
sap,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.theme (monotransitive),deprive-10.6.2,pending
saponify,classification-gap,4,"saponified, saponifies, saponify, saponifying",731,"V1, V2, V3, V4, V5",,monotransitive,provisional,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
sash,classification-gap; verbnet-unmatched,4,"sash, sashed, sashes, sashing",732,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
sashay,classification-gap,4,"sashay, sashayed, sashaying, sashays",733,"V1, V2, V3, V4, V5",,intransitive,provisional,NP V (intransitive),run-51.3.2,pending
sass,classification-gap; verbnet-unmatched,4,"sass, sassed, sasses, sassing",734,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
sate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP (monotransitive),satisfy-55.7,pending
satiate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP (monotransitive),satisfy-55.7,pending
satirise,classification-gap; verbnet-unmatched,4,"satirise, satirised, satirises, satirising",737,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
saturate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive),fill-9.8-1,pending
save,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP NP.asset (monotransitive); NP V NP PP.source (monotransitive),"bill-54.5, get-13.5.1-1",pending
savor,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP S_ING (monotransitive),"admire-31.2, sight-30.2",pending
savvy,classification-gap; verbnet-unmatched,4,"savvied, savvies, savvy, savvying",743,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
saw,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.co-patient (monotransitive); NP V NP apart (monotransitive),"cut-21.1-1, split-23.2",pending
